perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
CTNNB1-2	CTNNB1	-0.193704982919977	A549	perturbation_control	pearson	mean
Chr2-1	Chr2	0.486327870384524	A549	perturbation_control	pearson	mean
Chr2-2	Chr2	0.3607166279436964	A549	perturbation_control	pearson	mean
Chr2-3	Chr2	0.5498264137401083	A549	perturbation_control	pearson	mean
Chr2-4	Chr2	0.17234161237057133	A549	perturbation_control	pearson	mean
Chr2-5	Chr2	0.3951432140659476	A549	perturbation_control	pearson	mean
Chr2-6	Chr2	0.5422355812042604	A549	perturbation_control	pearson	mean
DOT1L-1	DOT1L	0.3976821147256854	A549	perturbation_control	pearson	mean
DOT1L-2	DOT1L	0.42515569452349716	A549	perturbation_control	pearson	mean
EGFR-1	EGFR	0.5067138381480443	A549	perturbation_control	pearson	mean
EGFR-2	EGFR	0.46360399216260323	A549	perturbation_control	pearson	mean
EGLN1-8	EGLN1	0.5899169947764212	A549	perturbation_control	pearson	mean
EGLN1-9	EGLN1	0.5253440248926348	A549	perturbation_control	pearson	mean
EMPTY	EMPTY		A549	perturbation_control	pearson	mean
ERBB2-1	ERBB2	1.5182519790078834	A549	perturbation_control	pearson	mean
ERBB2-2	ERBB2	1.6146046113852786	A549	perturbation_control	pearson	mean
ERBB3-1	ERBB3	1.103539918407115	A549	perturbation_control	pearson	mean
ERBB3-2	ERBB3	1.0210788761309486	A549	perturbation_control	pearson	mean
EZH2-1	EZH2	1.3053767768177496	A549	perturbation_control	pearson	mean
EZH2-2	EZH2	1.2465137300434557	A549	perturbation_control	pearson	mean
GLS-1	GLS	0.7721328970736652	A549	perturbation_control	pearson	mean
GLS-2	GLS	0.5234115507588624	A549	perturbation_control	pearson	mean
GPX4-1	GPX4	0.6217625174595246	A549	perturbation_control	pearson	mean
GPX4-2	GPX4	0.7582265772103443	A549	perturbation_control	pearson	mean
HIF1a-1	HIF1a	0.27082317096461495	A549	perturbation_control	pearson	mean
HIF1a-2	HIF1a	0.25194094645022025	A549	perturbation_control	pearson	mean
ITGAV-1	ITGAV	3.3144997378001464	A549	perturbation_control	pearson	mean
ITGAV-2	ITGAV	3.4008870376691775	A549	perturbation_control	pearson	mean
JAK3-1	JAK3	0.09720388207114573	A549	perturbation_control	pearson	mean
JAK3-2	JAK3	0.15107004633414298	A549	perturbation_control	pearson	mean
KIF11-1	KIF11	1.7988733609300611	A549	perturbation_control	pearson	mean
KIF11-2	KIF11	1.8798087438427449	A549	perturbation_control	pearson	mean
KRAS-1	KRAS	0.8533016521963522	A549	perturbation_control	pearson	mean
KRAS-2A	KRAS	0.8705315669226044	A549	perturbation_control	pearson	mean
KRAS-2B	KRAS	0.010004841616518798	A549	perturbation_control	pearson	mean
LacZ-2	LacZ	0.3232171082145245	A549	perturbation_control	pearson	mean
LacZ-3	LacZ	0.32253437886856745	A549	perturbation_control	pearson	mean
Luc-1	Luc	0.5562532470948905	A549	perturbation_control	pearson	mean
Luc-2	Luc	0.5943235367605	A549	perturbation_control	pearson	mean
MAPK1-1	MAPK1	0.4794847525038406	A549	perturbation_control	pearson	mean
MAPK1-2	MAPK1	0.3967379428633617	A549	perturbation_control	pearson	mean
MCL1-2	MCL1	-0.03607506829424566	A549	perturbation_control	pearson	mean
MCL1-5	MCL1	-0.045670921511051316	A549	perturbation_control	pearson	mean
MTOR-1	MTOR	1.3026569018266552	A549	perturbation_control	pearson	mean
MTOR-2	MTOR	1.362983724657882	A549	perturbation_control	pearson	mean
MYC-1	MYC	2.468636194550884	A549	perturbation_control	pearson	mean
MYC-2	MYC	2.18602697416787	A549	perturbation_control	pearson	mean
ORC4-1	ORC4	0.18968242362384435	A549	perturbation_control	pearson	mean
ORC4-2	ORC4	0.18565885961724823	A549	perturbation_control	pearson	mean
PIK3CA-1	PIK3CA	1.2868736243057766	A549	perturbation_control	pearson	mean
PIK3CA-2	PIK3CA	1.5861629621139697	A549	perturbation_control	pearson	mean
POLR2D-1	POLR2D	1.8175964421978543	A549	perturbation_control	pearson	mean
POLR2D-2	POLR2D	1.8183279539364103	A549	perturbation_control	pearson	mean
PPIB-1	PPIB	-0.06597022584501086	A549	perturbation_control	pearson	mean
PPIB-2	PPIB	-0.08088986453102757	A549	perturbation_control	pearson	mean
PRDX1-1	PRDX1	0.5457047913594223	A549	perturbation_control	pearson	mean
PRDX1-2	PRDX1	0.49438740958255273	A549	perturbation_control	pearson	mean
PSMA1-1	PSMA1	1.6774733305053615	A549	perturbation_control	pearson	mean
PSMA1-2	PSMA1	1.5577597350692358	A549	perturbation_control	pearson	mean
PTK2-1	PTK2	2.249774255953147	A549	perturbation_control	pearson	mean
PTK2-2	PTK2	2.6091480363366975	A549	perturbation_control	pearson	mean
RAC1-1	RAC1	0.20148552867676328	A549	perturbation_control	pearson	mean
RAC1-2	RAC1	0.18151084426569522	A549	perturbation_control	pearson	mean
RAF1-1	RAF1	0.7235436045105764	A549	perturbation_control	pearson	mean
RAF1-2	RAF1	0.6553638865050191	A549	perturbation_control	pearson	mean
RHOA-1	RHOA	0.923324367412576	A549	perturbation_control	pearson	mean
RHOA-2	RHOA	0.8344706191722903	A549	perturbation_control	pearson	mean
SDHB-1	SDHB	0.5041382246027273	A549	perturbation_control	pearson	mean
SDHB-2	SDHB	0.5002179711331762	A549	perturbation_control	pearson	mean
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	mean
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	mean
SMARCB1-1	SMARCB1	0.15777150485705194	A549	perturbation_control	pearson	mean
SMARCB1-2	SMARCB1	0.1799429557144153	A549	perturbation_control	pearson	mean
STAT3-1	STAT3	0.5395309054899329	A549	perturbation_control	pearson	mean
STAT3-2	STAT3	0.5480045544491317	A549	perturbation_control	pearson	mean
SUZ12-1	SUZ12	1.726061477121074	A549	perturbation_control	pearson	mean
SUZ12-2	SUZ12	1.588147399073767	A549	perturbation_control	pearson	mean
TXN-1	TXN	0.9958957855220364	A549	perturbation_control	pearson	mean
TXN-2	TXN	1.064226714127045	A549	perturbation_control	pearson	mean
XBP-1	XBP	1.2780148837883414	A549	perturbation_control	pearson	mean
XBP-2	XBP	1.213826623368641	A549	perturbation_control	pearson	mean
YAP1-1	YAP1	0.5272585113682116	A549	perturbation_control	pearson	mean
YAP1-2	YAP1	0.5459490145321282	A549	perturbation_control	pearson	mean
AKT1-1	AKT1	0.5164481458423459	A549	perturbation_control	pearson	median
AKT1-2	AKT1	0.4585128288651097	A549	perturbation_control	pearson	median
ARID1B-1	ARID1B	0.6932971988269631	A549	perturbation_control	pearson	median
ARID1B-2	ARID1B	0.7164169151745239	A549	perturbation_control	pearson	median
ATF4-1	ATF4	2.0776724199447205	A549	perturbation_control	pearson	median
ATF4-2	ATF4	2.0520576371814245	A549	perturbation_control	pearson	median
ATP50-1	ATP50	0.8949614784065059	A549	perturbation_control	pearson	median
ATP50-2	ATP50	0.7764006504323497	A549	perturbation_control	pearson	median
AURKB-2	AURKB		A549	perturbation_control	pearson	median
BCL2-1	BCL2	0.3230247314628406	A549	perturbation_control	pearson	median
BCL2-2	BCL2	0.3026391285496971	A549	perturbation_control	pearson	median
BCL2L2-1	BCL2L2	0.10812290980497842	A549	perturbation_control	pearson	median
BCL2L2-2	BCL2L2	0.012801874286844208	A549	perturbation_control	pearson	median
BCL2L2-4	BCL2L2	0.02667884644108714	A549	perturbation_control	pearson	median
BRAF-2	BRAF		A549	perturbation_control	pearson	median
BRAF1-1	BRAF1		A549	perturbation_control	pearson	median
BRCA1-1	BRCA1	0.9960219720521548	A549	perturbation_control	pearson	median
BRCA1-2	BRCA1	1.0130686896046308	A549	perturbation_control	pearson	median
BRD4-1	BRD4	1.1843409380735301	A549	perturbation_control	pearson	median
BRD4-2	BRD4	1.2054576389328977	A549	perturbation_control	pearson	median
CCND1-1	CCND1	1.781236973403558	A549	perturbation_control	pearson	median
CCND1-2	CCND1	1.6971073769051834	A549	perturbation_control	pearson	median
CCNE1-1	CCNE1	1.913054357375407	A549	perturbation_control	pearson	median
CCNE1-2	CCNE1	1.8235314958855253	A549	perturbation_control	pearson	median
CDK2-1	CDK2	1.8020118019316764	A549	perturbation_control	pearson	median
CDK2-2	CDK2	1.6581221165013553	A549	perturbation_control	pearson	median
CDK4-1	CDK4	1.5015840673417995	A549	perturbation_control	pearson	median
CDK4-2	CDK4	1.4272547832600528	A549	perturbation_control	pearson	median
CDK4-3	CDK4	1.3453117621335133	A549	perturbation_control	pearson	median
CHEK2-1	CHEK2	0.2643513820434117	A549	perturbation_control	pearson	median
CHEK2-2	CHEK2	0.22754297750414543	A549	perturbation_control	pearson	median
COX5B-1	COX5B	1.000566585445258	A549	perturbation_control	pearson	median
COX5B-2	COX5B	0.8154005255960317	A549	perturbation_control	pearson	median
CSNK1A1-1	CSNK1A1	1.935407882021209	A549	perturbation_control	pearson	median
CSNK1A1-2	CSNK1A1	1.5419000703701458	A549	perturbation_control	pearson	median
CTNNB1-1	CTNNB1	-0.3545046700450777	A549	perturbation_control	pearson	median
CTNNB1-2	CTNNB1	-0.27108368028383845	A549	perturbation_control	pearson	median
Chr2-1	Chr2	0.466959425919779	A549	perturbation_control	pearson	median
Chr2-2	Chr2	0.399304965314514	A549	perturbation_control	pearson	median
Chr2-3	Chr2	0.6435139073452627	A549	perturbation_control	pearson	median
Chr2-4	Chr2	0.15389725359614448	A549	perturbation_control	pearson	median
Chr2-5	Chr2	0.4577885980158688	A549	perturbation_control	pearson	median
Chr2-6	Chr2	0.6250273502291851	A549	perturbation_control	pearson	median
DOT1L-1	DOT1L	0.530817455421726	A549	perturbation_control	pearson	median
DOT1L-2	DOT1L	0.5670734246509606	A549	perturbation_control	pearson	median
EGFR-1	EGFR	0.7712221121656538	A549	perturbation_control	pearson	median
EGFR-2	EGFR	0.7233245338674348	A549	perturbation_control	pearson	median
EGLN1-8	EGLN1	0.7403514119356038	A549	perturbation_control	pearson	median
EGLN1-9	EGLN1	0.6613202702731984	A549	perturbation_control	pearson	median
EMPTY	EMPTY		A549	perturbation_control	pearson	median
ERBB2-1	ERBB2	1.6201410200575892	A549	perturbation_control	pearson	median
ERBB2-2	ERBB2	1.722705740894781	A549	perturbation_control	pearson	median
ERBB3-1	ERBB3	1.179783017827236	A549	perturbation_control	pearson	median
ERBB3-2	ERBB3	1.091409980741351	A549	perturbation_control	pearson	median
EZH2-1	EZH2	1.4382237001627014	A549	perturbation_control	pearson	median
EZH2-2	EZH2	1.373213261823126	A549	perturbation_control	pearson	median
GLS-1	GLS	0.6861777693438338	A549	perturbation_control	pearson	median
GLS-2	GLS	0.46347840778623806	A549	perturbation_control	pearson	median
GPX4-1	GPX4	0.7320096810967178	A549	perturbation_control	pearson	median
GPX4-2	GPX4	0.8915386122437319	A549	perturbation_control	pearson	median
HIF1a-1	HIF1a	-0.13353925232403774	A549	perturbation_control	pearson	median
HIF1a-2	HIF1a	-0.12123942288824974	A549	perturbation_control	pearson	median
ITGAV-1	ITGAV	3.340356773401913	A549	perturbation_control	pearson	median
ITGAV-2	ITGAV	3.4274309512991805	A549	perturbation_control	pearson	median
JAK3-1	JAK3	0.02187596017224953	A549	perturbation_control	pearson	median
JAK3-2	JAK3	0.05854617000337865	A549	perturbation_control	pearson	median
KIF11-1	KIF11	1.8679100700207187	A549	perturbation_control	pearson	median
KIF11-2	KIF11	1.9518380902964956	A549	perturbation_control	pearson	median
KRAS-1	KRAS	1.124673311000467	A549	perturbation_control	pearson	median
KRAS-2A	KRAS	1.071284230126486	A549	perturbation_control	pearson	median
KRAS-2B	KRAS	0.0015663967295015161	A549	perturbation_control	pearson	median
LacZ-2	LacZ	0.2516582352012038	A549	perturbation_control	pearson	median
LacZ-3	LacZ	0.2525118718555281	A549	perturbation_control	pearson	median
Luc-1	Luc	0.6938604510177484	A549	perturbation_control	pearson	median
Luc-2	Luc	0.7402601059503832	A549	perturbation_control	pearson	median
MAPK1-1	MAPK1	0.7159134702478741	A549	perturbation_control	pearson	median
MAPK1-2	MAPK1	0.5959992049261271	A549	perturbation_control	pearson	median
MCL1-2	MCL1	-0.26755761245086007	A549	perturbation_control	pearson	median
MCL1-5	MCL1	-0.27631962620512135	A549	perturbation_control	pearson	median
MTOR-1	MTOR	1.5375615455881542	A549	perturbation_control	pearson	median
MTOR-2	MTOR	1.6085636370760277	A549	perturbation_control	pearson	median
MYC-1	MYC	2.4833153852622356	A549	perturbation_control	pearson	median
MYC-2	MYC	2.1990552460518478	A549	perturbation_control	pearson	median
ORC4-1	ORC4	0.3087029586041189	A549	perturbation_control	pearson	median
ORC4-2	ORC4	0.30387698914106487	A549	perturbation_control	pearson	median
PIK3CA-1	PIK3CA	1.2038334862485816	A549	perturbation_control	pearson	median
PIK3CA-2	PIK3CA	1.4852540643198644	A549	perturbation_control	pearson	median
POLR2D-1	POLR2D	1.8935224524133196	A549	perturbation_control	pearson	median
POLR2D-2	POLR2D	1.8942380550580338	A549	perturbation_control	pearson	median
PPIB-1	PPIB	-0.1853070441255706	A549	perturbation_control	pearson	median
PPIB-2	PPIB	-0.17711735696168313	A549	perturbation_control	pearson	median
PRDX1-1	PRDX1	0.503246981176126	A549	perturbation_control	pearson	median
PRDX1-2	PRDX1	0.4552516067485549	A549	perturbation_control	pearson	median
PSMA1-1	PSMA1	1.9255350168054677	A549	perturbation_control	pearson	median
PSMA1-2	PSMA1	1.7889497932220366	A549	perturbation_control	pearson	median
PTK2-1	PTK2	2.3385218454442516	A549	perturbation_control	pearson	median
PTK2-2	PTK2	2.711806448448189	A549	perturbation_control	pearson	median
RAC1-1	RAC1	0.2766836401057673	A549	perturbation_control	pearson	median
RAC1-2	RAC1	0.25289212094487523	A549	perturbation_control	pearson	median
RAF1-1	RAF1	0.726748880324698	A549	perturbation_control	pearson	median
RAF1-2	RAF1	0.658285133154149	A549	perturbation_control	pearson	median
RHOA-1	RHOA	0.9724187441488041	A549	perturbation_control	pearson	median
RHOA-2	RHOA	0.8794934277883268	A549	perturbation_control	pearson	median
SDHB-1	SDHB	0.5932601517624394	A549	perturbation_control	pearson	median
SDHB-2	SDHB	0.5867422972985853	A549	perturbation_control	pearson	median
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	median
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	median
SMARCB1-1	SMARCB1	0.16782750004842772	A549	perturbation_control	pearson	median
SMARCB1-2	SMARCB1	0.189401635462992	A549	perturbation_control	pearson	median
STAT3-1	STAT3	0.6555026723157076	A549	perturbation_control	pearson	median
STAT3-2	STAT3	0.6691226085360239	A549	perturbation_control	pearson	median
SUZ12-1	SUZ12	1.772788347377	A549	perturbation_control	pearson	median
SUZ12-2	SUZ12	1.6311199555251055	A549	perturbation_control	pearson	median
TXN-1	TXN	1.172067773721408	A549	perturbation_control	pearson	median
TXN-2	TXN	1.252919593736981	A549	perturbation_control	pearson	median
XBP-1	XBP	1.5483917431596417	A549	perturbation_control	pearson	median
XBP-2	XBP	1.471106615067713	A549	perturbation_control	pearson	median
YAP1-1	YAP1	0.5596249407587752	A549	perturbation_control	pearson	median
YAP1-2	YAP1	0.5785828965920202	A549	perturbation_control	pearson	median
AKT1-1	AKT1	0.2966893535971009	A549	perturbation_control	spearman	mean
AKT1-2	AKT1	0.2644947215064924	A549	perturbation_control	spearman	mean
ARID1B-1	ARID1B	0.6838969699826066	A549	perturbation_control	spearman	mean
ARID1B-2	ARID1B	0.69518694605392	A549	perturbation_control	spearman	mean
ATF4-1	ATF4	1.9558428074458192	A549	perturbation_control	spearman	mean
ATF4-2	ATF4	1.929682630065477	A549	perturbation_control	spearman	mean
ATP50-1	ATP50	0.6741838925900396	A549	perturbation_control	spearman	mean
ATP50-2	ATP50	0.5959521263835145	A549	perturbation_control	spearman	mean
AURKB-2	AURKB		A549	perturbation_control	spearman	mean
BCL2-1	BCL2	0.5770489922979347	A549	perturbation_control	spearman	mean
BCL2-2	BCL2	0.5366538235210052	A549	perturbation_control	spearman	mean
BCL2L2-1	BCL2L2	0.06499869625379379	A549	perturbation_control	spearman	mean
BCL2L2-2	BCL2L2	-0.0314836527862464	A549	perturbation_control	spearman	mean
BCL2L2-4	BCL2L2	-0.049849657418118226	A549	perturbation_control	spearman	mean
BRAF-2	BRAF		A549	perturbation_control	spearman	mean
BRAF1-1	BRAF1		A549	perturbation_control	spearman	mean
BRCA1-1	BRCA1	0.8783877730482275	A549	perturbation_control	spearman	mean
BRCA1-2	BRCA1	0.8824928967756588	A549	perturbation_control	spearman	mean
BRD4-1	BRD4	0.9996297180783029	A549	perturbation_control	spearman	mean
BRD4-2	BRD4	1.0198180009720326	A549	perturbation_control	spearman	mean
CCND1-1	CCND1	1.3798747244863185	A549	perturbation_control	spearman	mean
CCND1-2	CCND1	1.31240333358611	A549	perturbation_control	spearman	mean
CCNE1-1	CCNE1	1.843756903339837	A549	perturbation_control	spearman	mean
CCNE1-2	CCNE1	1.7733914387169465	A549	perturbation_control	spearman	mean
CDK2-1	CDK2	1.7422589689071748	A549	perturbation_control	spearman	mean
CDK2-2	CDK2	1.6056607838488566	A549	perturbation_control	spearman	mean
CDK4-1	CDK4	1.457352165583923	A549	perturbation_control	spearman	mean
CDK4-2	CDK4	1.3909232172736627	A549	perturbation_control	spearman	mean
CDK4-3	CDK4	1.3279619066548345	A549	perturbation_control	spearman	mean
CHEK2-1	CHEK2	0.19710689661640424	A549	perturbation_control	spearman	mean
CHEK2-2	CHEK2	0.1751132921803648	A549	perturbation_control	spearman	mean
COX5B-1	COX5B	0.8720542071001571	A549	perturbation_control	spearman	mean
COX5B-2	COX5B	0.7363078839423488	A549	perturbation_control	spearman	mean
CSNK1A1-1	CSNK1A1	1.7442678570160932	A549	perturbation_control	spearman	mean
CSNK1A1-2	CSNK1A1	1.388411934885897	A549	perturbation_control	spearman	mean
CTNNB1-1	CTNNB1	-0.25411437956555705	A549	perturbation_control	spearman	mean
CTNNB1-2	CTNNB1	-0.19707673628446043	A549	perturbation_control	spearman	mean
Chr2-1	Chr2	0.506567218925848	A549	perturbation_control	spearman	mean
Chr2-2	Chr2	0.3673892057046589	A549	perturbation_control	spearman	mean
Chr2-3	Chr2	0.5485602163958994	A549	perturbation_control	spearman	mean
Chr2-4	Chr2	0.16472462847565048	A549	perturbation_control	spearman	mean
Chr2-5	Chr2	0.40084863675257637	A549	perturbation_control	spearman	mean
Chr2-6	Chr2	0.5366940625428017	A549	perturbation_control	spearman	mean
DOT1L-1	DOT1L	0.34443241551169707	A549	perturbation_control	spearman	mean
DOT1L-2	DOT1L	0.36235644200551853	A549	perturbation_control	spearman	mean
EGFR-1	EGFR	0.4115123662594493	A549	perturbation_control	spearman	mean
EGFR-2	EGFR	0.3835608282462552	A549	perturbation_control	spearman	mean
EGLN1-8	EGLN1	0.5505964971880092	A549	perturbation_control	spearman	mean
EGLN1-9	EGLN1	0.4814302146878606	A549	perturbation_control	spearman	mean
EMPTY	EMPTY		A549	perturbation_control	spearman	mean
ERBB2-1	ERBB2	1.458308087794762	A549	perturbation_control	spearman	mean
ERBB2-2	ERBB2	1.5535929851273877	A549	perturbation_control	spearman	mean
ERBB3-1	ERBB3	1.10718886167358	A549	perturbation_control	spearman	mean
ERBB3-2	ERBB3	1.035677410687275	A549	perturbation_control	spearman	mean
EZH2-1	EZH2	1.277478134081205	A549	perturbation_control	spearman	mean
EZH2-2	EZH2	1.2236320989273628	A549	perturbation_control	spearman	mean
GLS-1	GLS	0.7298972413014093	A549	perturbation_control	spearman	mean
GLS-2	GLS	0.5137397340999708	A549	perturbation_control	spearman	mean
GPX4-1	GPX4	0.6537264689376578	A549	perturbation_control	spearman	mean
GPX4-2	GPX4	0.7808513247919798	A549	perturbation_control	spearman	mean
HIF1a-1	HIF1a	0.26062643199069085	A549	perturbation_control	spearman	mean
HIF1a-2	HIF1a	0.24112293285684958	A549	perturbation_control	spearman	mean
ITGAV-1	ITGAV	3.2240592025783266	A549	perturbation_control	spearman	mean
ITGAV-2	ITGAV	3.2825862524648604	A549	perturbation_control	spearman	mean
JAK3-1	JAK3	0.09215636691814472	A549	perturbation_control	spearman	mean
JAK3-2	JAK3	0.13705167133224674	A549	perturbation_control	spearman	mean
KIF11-1	KIF11	1.740229916467306	A549	perturbation_control	spearman	mean
KIF11-2	KIF11	1.8224051192788795	A549	perturbation_control	spearman	mean
KRAS-1	KRAS	0.7981842295759759	A549	perturbation_control	spearman	mean
KRAS-2A	KRAS	0.7819837484980833	A549	perturbation_control	spearman	mean
KRAS-2B	KRAS	-0.03936506185804299	A549	perturbation_control	spearman	mean
LacZ-2	LacZ	0.2903478643915429	A549	perturbation_control	spearman	mean
LacZ-3	LacZ	0.29373480288904785	A549	perturbation_control	spearman	mean
Luc-1	Luc	0.513795429893167	A549	perturbation_control	spearman	mean
Luc-2	Luc	0.5693260508217354	A549	perturbation_control	spearman	mean
MAPK1-1	MAPK1	0.45896652761205403	A549	perturbation_control	spearman	mean
MAPK1-2	MAPK1	0.3887399196052142	A549	perturbation_control	spearman	mean
MCL1-2	MCL1	-0.0224055045475127	A549	perturbation_control	spearman	mean
MCL1-5	MCL1	-0.029886985978149254	A549	perturbation_control	spearman	mean
MTOR-1	MTOR	1.2339464401682	A549	perturbation_control	spearman	mean
MTOR-2	MTOR	1.2765251458339284	A549	perturbation_control	spearman	mean
MYC-1	MYC	2.3238753130027052	A549	perturbation_control	spearman	mean
MYC-2	MYC	2.0803266163296734	A549	perturbation_control	spearman	mean
ORC4-1	ORC4	0.18354849204632234	A549	perturbation_control	spearman	mean
ORC4-2	ORC4	0.17753821620771107	A549	perturbation_control	spearman	mean
PIK3CA-1	PIK3CA	1.2154718164679423	A549	perturbation_control	spearman	mean
PIK3CA-2	PIK3CA	1.4942354300271834	A549	perturbation_control	spearman	mean
POLR2D-1	POLR2D	1.777874236311108	A549	perturbation_control	spearman	mean
POLR2D-2	POLR2D	1.7872831900212245	A549	perturbation_control	spearman	mean
PPIB-1	PPIB	-0.06712135903480898	A549	perturbation_control	spearman	mean
PPIB-2	PPIB	-0.06832393213894987	A549	perturbation_control	spearman	mean
PRDX1-1	PRDX1	0.5275181686209643	A549	perturbation_control	spearman	mean
PRDX1-2	PRDX1	0.49091993610352525	A549	perturbation_control	spearman	mean
PSMA1-1	PSMA1	1.6065379175358778	A549	perturbation_control	spearman	mean
PSMA1-2	PSMA1	1.5020082180736485	A549	perturbation_control	spearman	mean
PTK2-1	PTK2	2.087915771284516	A549	perturbation_control	spearman	mean
PTK2-2	PTK2	2.4412994463726556	A549	perturbation_control	spearman	mean
RAC1-1	RAC1	0.204355218064322	A549	perturbation_control	spearman	mean
RAC1-2	RAC1	0.18307694881251602	A549	perturbation_control	spearman	mean
RAF1-1	RAF1	0.7246163110602847	A549	perturbation_control	spearman	mean
RAF1-2	RAF1	0.6608172429008587	A549	perturbation_control	spearman	mean
RHOA-1	RHOA	0.8616836195783169	A549	perturbation_control	spearman	mean
RHOA-2	RHOA	0.7706068929955857	A549	perturbation_control	spearman	mean
SDHB-1	SDHB	0.4945014360467226	A549	perturbation_control	spearman	mean
SDHB-2	SDHB	0.4903953122507418	A549	perturbation_control	spearman	mean
SLC2A1-1	SLC2A1		A549	perturbation_control	spearman	mean
SLC2A2-2	SLC2A2		A549	perturbation_control	spearman	mean
SMARCB1-1	SMARCB1	0.13471260240093375	A549	perturbation_control	spearman	mean
SMARCB1-2	SMARCB1	0.1463516987127991	A549	perturbation_control	spearman	mean
STAT3-1	STAT3	0.5310914797931068	A549	perturbation_control	spearman	mean
STAT3-2	STAT3	0.5362694448379522	A549	perturbation_control	spearman	mean
SUZ12-1	SUZ12	1.6824313997188067	A549	perturbation_control	spearman	mean
SUZ12-2	SUZ12	1.5529495011152965	A549	perturbation_control	spearman	mean
TXN-1	TXN	0.996684234563941	A549	perturbation_control	spearman	mean
TXN-2	TXN	1.04430170015825	A549	perturbation_control	spearman	mean
XBP-1	XBP	1.2772204554487696	A549	perturbation_control	spearman	mean
XBP-2	XBP	1.1987283390256245	A549	perturbation_control	spearman	mean
YAP1-1	YAP1	0.5183559048432093	A549	perturbation_control	spearman	mean
YAP1-2	YAP1	0.5046424203986231	A549	perturbation_control	spearman	mean
AKT1-1	AKT1	0.48976194811569823	A549	perturbation_control	spearman	median
AKT1-2	AKT1	0.43700687481760603	A549	perturbation_control	spearman	median
ARID1B-1	ARID1B	0.7115001904979035	A549	perturbation_control	spearman	median
ARID1B-2	ARID1B	0.7233267882608303	A549	perturbation_control	spearman	median
ATF4-1	ATF4	2.024629993916328	A549	perturbation_control	spearman	median
ATF4-2	ATF4	1.9975709182100179	A549	perturbation_control	spearman	median
ATP50-1	ATP50	0.9188658270814971	A549	perturbation_control	spearman	median
ATP50-2	ATP50	0.8171529222134656	A549	perturbation_control	spearman	median
AURKB-2	AURKB		A549	perturbation_control	spearman	median
BCL2-1	BCL2	0.3012132224694515	A549	perturbation_control	spearman	median
BCL2-2	BCL2	0.2823219395390121	A549	perturbation_control	spearman	median
BCL2L2-1	BCL2L2	0.11254134601889684	A549	perturbation_control	spearman	median
BCL2L2-2	BCL2L2	0.08102479083235412	A549	perturbation_control	spearman	median
BCL2L2-4	BCL2L2	0.06739094072722968	A549	perturbation_control	spearman	median
BRAF-2	BRAF		A549	perturbation_control	spearman	median
BRAF1-1	BRAF1		A549	perturbation_control	spearman	median
BRCA1-1	BRCA1	0.947741742133107	A549	perturbation_control	spearman	median
BRCA1-2	BRCA1	0.9521544478306965	A549	perturbation_control	spearman	median
BRD4-1	BRD4	1.1679470523780724	A549	perturbation_control	spearman	median
BRD4-2	BRD4	1.1924547372478052	A549	perturbation_control	spearman	median
CCND1-1	CCND1	1.7894137149040168	A549	perturbation_control	spearman	median
CCND1-2	CCND1	1.7031100408192357	A549	perturbation_control	spearman	median
CCNE1-1	CCNE1	1.8667648789356877	A549	perturbation_control	spearman	median
CCNE1-2	CCNE1	1.795526703717965	A549	perturbation_control	spearman	median
CDK2-1	CDK2	1.7510890193926683	A549	perturbation_control	spearman	median
CDK2-2	CDK2	1.6137796591078448	A549	perturbation_control	spearman	median
CDK4-1	CDK4	1.478506168648042	A549	perturbation_control	spearman	median
CDK4-2	CDK4	1.4104288065529895	A549	perturbation_control	spearman	median
CDK4-3	CDK4	1.354366816026745	A549	perturbation_control	spearman	median
CHEK2-1	CHEK2	0.3053104847831358	A549	perturbation_control	spearman	median
CHEK2-2	CHEK2	0.270278030093385	A549	perturbation_control	spearman	median
COX5B-1	COX5B	0.9722471225937479	A549	perturbation_control	spearman	median
COX5B-2	COX5B	0.8218652524346812	A549	perturbation_control	spearman	median
CSNK1A1-1	CSNK1A1	1.7264141485604605	A549	perturbation_control	spearman	median
CSNK1A1-2	CSNK1A1	1.3742624923281705	A549	perturbation_control	spearman	median
CTNNB1-1	CTNNB1	-0.3978441011553568	A549	perturbation_control	spearman	median
CTNNB1-2	CTNNB1	-0.3146388236520856	A549	perturbation_control	spearman	median
Chr2-1	Chr2	0.5187693203940011	A549	perturbation_control	spearman	median
Chr2-2	Chr2	0.4263139327416087	A549	perturbation_control	spearman	median
Chr2-3	Chr2	0.6571835003900293	A549	perturbation_control	spearman	median
Chr2-4	Chr2	0.12645953775284735	A549	perturbation_control	spearman	median
Chr2-5	Chr2	0.48083406099956216	A549	perturbation_control	spearman	median
Chr2-6	Chr2	0.6419336456163023	A549	perturbation_control	spearman	median
DOT1L-1	DOT1L	0.46083596103157587	A549	perturbation_control	spearman	median
DOT1L-2	DOT1L	0.48344606747126995	A549	perturbation_control	spearman	median
EGFR-1	EGFR	0.6421059603547885	A549	perturbation_control	spearman	median
EGFR-2	EGFR	0.6100905776265491	A549	perturbation_control	spearman	median
