Metadata_pert_name	mp_value	cell_line	barcode_control	num_permutations
PRDX1-2	0.2	ES2	cutting_control	100
PSMA1-1	0.0	ES2	cutting_control	100
PSMA1-2	0.0	ES2	cutting_control	100
PTK2-1	0.06	ES2	cutting_control	100
PTK2-2	0.01	ES2	cutting_control	100
RAC1-1	0.13	ES2	cutting_control	100
RAC1-2	0.04	ES2	cutting_control	100
RAF1-1	0.53	ES2	cutting_control	100
RAF1-2	0.41	ES2	cutting_control	100
RHOA-1	0.0	ES2	cutting_control	100
RHOA-2	0.0	ES2	cutting_control	100
SDHB-1	0.0	ES2	cutting_control	100
SDHB-2	0.06	ES2	cutting_control	100
SLC2A1-1	0.0	ES2	cutting_control	100
SLC2A2-2	0.0	ES2	cutting_control	100
SMARCB1-1	0.02	ES2	cutting_control	100
SMARCB1-2	0.0	ES2	cutting_control	100
STAT3-1	0.13	ES2	cutting_control	100
STAT3-2	0.24	ES2	cutting_control	100
SUZ12-1	0.01	ES2	cutting_control	100
SUZ12-2	0.0	ES2	cutting_control	100
TXN-1	0.12	ES2	cutting_control	100
TXN-2	0.06	ES2	cutting_control	100
XBP-1	0.03	ES2	cutting_control	100
XBP-2	0.02	ES2	cutting_control	100
YAP1-1	0.0	ES2	cutting_control	100
YAP1-2	0.0	ES2	cutting_control	100
AKT1-1	0.239	ES2	cutting_control	1000
AKT1-2	0.071	ES2	cutting_control	1000
ARID1B-1	0.09	ES2	cutting_control	1000
ARID1B-2	0.535	ES2	cutting_control	1000
ATF4-1	0.004	ES2	cutting_control	1000
ATF4-2	0.021	ES2	cutting_control	1000
ATP50-1	0.112	ES2	cutting_control	1000
ATP50-2	0.039	ES2	cutting_control	1000
AURKB-2	0.012	ES2	cutting_control	1000
BCL2-1	0.083	ES2	cutting_control	1000
BCL2-2	0.399	ES2	cutting_control	1000
BCL2L2-1	0.018	ES2	cutting_control	1000
BCL2L2-2	0.108	ES2	cutting_control	1000
BCL2L2-4	0.174	ES2	cutting_control	1000
BRAF-2	0.0	ES2	cutting_control	1000
BRAF1-1	0.0	ES2	cutting_control	1000
BRCA1-1	0.056	ES2	cutting_control	1000
BRCA1-2	0.143	ES2	cutting_control	1000
BRD4-1	0.041	ES2	cutting_control	1000
BRD4-2	0.0	ES2	cutting_control	1000
CCND1-1	0.0	ES2	cutting_control	1000
CCND1-2	0.0	ES2	cutting_control	1000
CCNE1-1	0.033	ES2	cutting_control	1000
CCNE1-2	0.035	ES2	cutting_control	1000
CDK2-1	0.003	ES2	cutting_control	1000
CDK2-2	0.0	ES2	cutting_control	1000
CDK4-1	0.0	ES2	cutting_control	1000
CDK4-2	0.0	ES2	cutting_control	1000
CDK4-3	0.0	ES2	cutting_control	1000
CHEK2-1	0.073	ES2	cutting_control	1000
CHEK2-2	0.306	ES2	cutting_control	1000
COX5B-1	0.345	ES2	cutting_control	1000
COX5B-2	0.101	ES2	cutting_control	1000
CSNK1A1-1	0.002	ES2	cutting_control	1000
CSNK1A1-2	0.0	ES2	cutting_control	1000
CTNNB1-1	0.0	ES2	cutting_control	1000
CTNNB1-2	0.056	ES2	cutting_control	1000
Chr2-1	0.028	ES2	cutting_control	1000
Chr2-2	0.286	ES2	cutting_control	1000
Chr2-3	0.055	ES2	cutting_control	1000
Chr2-4	0.988	ES2	cutting_control	1000
Chr2-5	0.602	ES2	cutting_control	1000
Chr2-6	0.363	ES2	cutting_control	1000
DOT1L-1	0.255	ES2	cutting_control	1000
DOT1L-2	0.111	ES2	cutting_control	1000
EGFR-1	0.219	ES2	cutting_control	1000
EGFR-2	0.066	ES2	cutting_control	1000
EGLN1-8	0.0	ES2	cutting_control	1000
EGLN1-9	0.0	ES2	cutting_control	1000
EMPTY	0.0	ES2	cutting_control	1000
ERBB2-1	0.092	ES2	cutting_control	1000
ERBB2-2	0.417	ES2	cutting_control	1000
ERBB3-1	0.087	ES2	cutting_control	1000
ERBB3-2	0.156	ES2	cutting_control	1000
EZH2-1	0.018	ES2	cutting_control	1000
EZH2-2	0.04	ES2	cutting_control	1000
GLS-1	0.095	ES2	cutting_control	1000
GLS-2	0.048	ES2	cutting_control	1000
GPX4-1	0.0	ES2	cutting_control	1000
GPX4-2	0.0	ES2	cutting_control	1000
HIF1a-1	0.052	ES2	cutting_control	1000
HIF1a-2	0.116	ES2	cutting_control	1000
ITGAV-1	0.0	ES2	cutting_control	1000
ITGAV-2	0.0	ES2	cutting_control	1000
JAK3-1	0.06	ES2	cutting_control	1000
JAK3-2	0.013	ES2	cutting_control	1000
KIF11-1	0.0	ES2	cutting_control	1000
KIF11-2	0.0	ES2	cutting_control	1000
KRAS-1	0.137	ES2	cutting_control	1000
KRAS-2A	0.255	ES2	cutting_control	1000
KRAS-2B	0.099	ES2	cutting_control	1000
LacZ-2	0.16	ES2	cutting_control	1000
LacZ-3	0.086	ES2	cutting_control	1000
Luc-1	0.136	ES2	cutting_control	1000
Luc-2	0.025	ES2	cutting_control	1000
MAPK1-1	0.0	ES2	cutting_control	1000
MAPK1-2	0.0	ES2	cutting_control	1000
MCL1-2	0.062	ES2	cutting_control	1000
MCL1-5	0.042	ES2	cutting_control	1000
MTOR-1	0.003	ES2	cutting_control	1000
MTOR-2	0.0	ES2	cutting_control	1000
MYC-1	0.0	ES2	cutting_control	1000
MYC-2	0.0	ES2	cutting_control	1000
ORC4-1	0.0	ES2	cutting_control	1000
ORC4-2	0.262	ES2	cutting_control	1000
PIK3CA-1	0.203	ES2	cutting_control	1000
PIK3CA-2	0.138	ES2	cutting_control	1000
POLR2D-1	0.0	ES2	cutting_control	1000
POLR2D-2	0.0	ES2	cutting_control	1000
PPIB-1	0.053	ES2	cutting_control	1000
PPIB-2	0.0	ES2	cutting_control	1000
PRDX1-1	0.324	ES2	cutting_control	1000
PRDX1-2	0.231	ES2	cutting_control	1000
PSMA1-1	0.0	ES2	cutting_control	1000
PSMA1-2	0.0	ES2	cutting_control	1000
PTK2-1	0.069	ES2	cutting_control	1000
PTK2-2	0.034	ES2	cutting_control	1000
RAC1-1	0.115	ES2	cutting_control	1000
RAC1-2	0.097	ES2	cutting_control	1000
RAF1-1	0.544	ES2	cutting_control	1000
RAF1-2	0.457	ES2	cutting_control	1000
RHOA-1	0.0	ES2	cutting_control	1000
RHOA-2	0.0	ES2	cutting_control	1000
SDHB-1	0.037	ES2	cutting_control	1000
SDHB-2	0.055	ES2	cutting_control	1000
SLC2A1-1	0.0	ES2	cutting_control	1000
SLC2A2-2	0.0	ES2	cutting_control	1000
SMARCB1-1	0.042	ES2	cutting_control	1000
SMARCB1-2	0.001	ES2	cutting_control	1000
STAT3-1	0.175	ES2	cutting_control	1000
STAT3-2	0.196	ES2	cutting_control	1000
SUZ12-1	0.008	ES2	cutting_control	1000
SUZ12-2	0.0	ES2	cutting_control	1000
TXN-1	0.071	ES2	cutting_control	1000
TXN-2	0.076	ES2	cutting_control	1000
XBP-1	0.044	ES2	cutting_control	1000
XBP-2	0.038	ES2	cutting_control	1000
YAP1-1	0.0	ES2	cutting_control	1000
YAP1-2	0.0	ES2	cutting_control	1000
AKT1-1	0.2274	ES2	cutting_control	5000
AKT1-2	0.076	ES2	cutting_control	5000
ARID1B-1	0.1014	ES2	cutting_control	5000
ARID1B-2	0.5494	ES2	cutting_control	5000
ATF4-1	0.005	ES2	cutting_control	5000
ATF4-2	0.0188	ES2	cutting_control	5000
ATP50-1	0.102	ES2	cutting_control	5000
ATP50-2	0.045	ES2	cutting_control	5000
AURKB-2	0.0046	ES2	cutting_control	5000
BCL2-1	0.0766	ES2	cutting_control	5000
BCL2-2	0.3822	ES2	cutting_control	5000
BCL2L2-1	0.0166	ES2	cutting_control	5000
BCL2L2-2	0.1254	ES2	cutting_control	5000
BCL2L2-4	0.1618	ES2	cutting_control	5000
BRAF-2	0.0	ES2	cutting_control	5000
BRAF1-1	0.0	ES2	cutting_control	5000
BRCA1-1	0.0598	ES2	cutting_control	5000
BRCA1-2	0.1302	ES2	cutting_control	5000
BRD4-1	0.0306	ES2	cutting_control	5000
BRD4-2	0.0	ES2	cutting_control	5000
CCND1-1	0.0	ES2	cutting_control	5000
CCND1-2	0.0	ES2	cutting_control	5000
CCNE1-1	0.0402	ES2	cutting_control	5000
CCNE1-2	0.042	ES2	cutting_control	5000
CDK2-1	0.0024	ES2	cutting_control	5000
CDK2-2	0.0	ES2	cutting_control	5000
CDK4-1	0.0	ES2	cutting_control	5000
CDK4-2	0.0	ES2	cutting_control	5000
CDK4-3	0.0	ES2	cutting_control	5000
CHEK2-1	0.0796	ES2	cutting_control	5000
CHEK2-2	0.2838	ES2	cutting_control	5000
COX5B-1	0.3592	ES2	cutting_control	5000
COX5B-2	0.114	ES2	cutting_control	5000
CSNK1A1-1	0.0006	ES2	cutting_control	5000
CSNK1A1-2	0.0034	ES2	cutting_control	5000
CTNNB1-1	0.0	ES2	cutting_control	5000
CTNNB1-2	0.057	ES2	cutting_control	5000
Chr2-1	0.0256	ES2	cutting_control	5000
Chr2-2	0.2566	ES2	cutting_control	5000
Chr2-3	0.0418	ES2	cutting_control	5000
Chr2-4	0.9932	ES2	cutting_control	5000
Chr2-5	0.5902	ES2	cutting_control	5000
Chr2-6	0.3836	ES2	cutting_control	5000
DOT1L-1	0.25	ES2	cutting_control	5000
DOT1L-2	0.099	ES2	cutting_control	5000
EGFR-1	0.21	ES2	cutting_control	5000
EGFR-2	0.0688	ES2	cutting_control	5000
EGLN1-8	0.0	ES2	cutting_control	5000
EGLN1-9	0.0	ES2	cutting_control	5000
EMPTY	0.0	ES2	cutting_control	5000
ERBB2-1	0.074	ES2	cutting_control	5000
ERBB2-2	0.3932	ES2	cutting_control	5000
ERBB3-1	0.0736	ES2	cutting_control	5000
ERBB3-2	0.1362	ES2	cutting_control	5000
EZH2-1	0.0154	ES2	cutting_control	5000
EZH2-2	0.0536	ES2	cutting_control	5000
GLS-1	0.0982	ES2	cutting_control	5000
GLS-2	0.0452	ES2	cutting_control	5000
GPX4-1	0.0	ES2	cutting_control	5000
GPX4-2	0.0	ES2	cutting_control	5000
HIF1a-1	0.041	ES2	cutting_control	5000
HIF1a-2	0.1156	ES2	cutting_control	5000
ITGAV-1	0.0	ES2	cutting_control	5000
ITGAV-2	0.0	ES2	cutting_control	5000
JAK3-1	0.0496	ES2	cutting_control	5000
JAK3-2	0.0194	ES2	cutting_control	5000
KIF11-1	0.0	ES2	cutting_control	5000
KIF11-2	0.0	ES2	cutting_control	5000
KRAS-1	0.1472	ES2	cutting_control	5000
KRAS-2A	0.2754	ES2	cutting_control	5000
KRAS-2B	0.0952	ES2	cutting_control	5000
LacZ-2	0.1782	ES2	cutting_control	5000
LacZ-3	0.0818	ES2	cutting_control	5000
Luc-1	0.1224	ES2	cutting_control	5000
Luc-2	0.0198	ES2	cutting_control	5000
MAPK1-1	0.0	ES2	cutting_control	5000
MAPK1-2	0.0	ES2	cutting_control	5000
MCL1-2	0.0656	ES2	cutting_control	5000
MCL1-5	0.054	ES2	cutting_control	5000
MTOR-1	0.0042	ES2	cutting_control	5000
MTOR-2	0.0002	ES2	cutting_control	5000
MYC-1	0.0	ES2	cutting_control	5000
MYC-2	0.0	ES2	cutting_control	5000
ORC4-1	0.001	ES2	cutting_control	5000
ORC4-2	0.2612	ES2	cutting_control	5000
PIK3CA-1	0.2004	ES2	cutting_control	5000
PIK3CA-2	0.134	ES2	cutting_control	5000
POLR2D-1	0.0	ES2	cutting_control	5000
POLR2D-2	0.0	ES2	cutting_control	5000
PPIB-1	0.0496	ES2	cutting_control	5000
PPIB-2	0.0	ES2	cutting_control	5000
PRDX1-1	0.3132	ES2	cutting_control	5000
PRDX1-2	0.2416	ES2	cutting_control	5000
PSMA1-1	0.0	ES2	cutting_control	5000
PSMA1-2	0.0	ES2	cutting_control	5000
PTK2-1	0.0628	ES2	cutting_control	5000
PTK2-2	0.028	ES2	cutting_control	5000
RAC1-1	0.1212	ES2	cutting_control	5000
RAC1-2	0.1096	ES2	cutting_control	5000
RAF1-1	0.5198	ES2	cutting_control	5000
RAF1-2	0.462	ES2	cutting_control	5000
RHOA-1	0.0	ES2	cutting_control	5000
RHOA-2	0.0	ES2	cutting_control	5000
SDHB-1	0.0358	ES2	cutting_control	5000
SDHB-2	0.0626	ES2	cutting_control	5000
SLC2A1-1	0.0	ES2	cutting_control	5000
SLC2A2-2	0.0	ES2	cutting_control	5000
SMARCB1-1	0.0338	ES2	cutting_control	5000
SMARCB1-2	0.001	ES2	cutting_control	5000
STAT3-1	0.1986	ES2	cutting_control	5000
STAT3-2	0.2096	ES2	cutting_control	5000
SUZ12-1	0.0064	ES2	cutting_control	5000
SUZ12-2	0.0012	ES2	cutting_control	5000
TXN-1	0.0668	ES2	cutting_control	5000
TXN-2	0.0826	ES2	cutting_control	5000
XBP-1	0.0436	ES2	cutting_control	5000
XBP-2	0.0398	ES2	cutting_control	5000
YAP1-1	0.0	ES2	cutting_control	5000
YAP1-2	0.0	ES2	cutting_control	5000
