DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000955,SNU407,SNU407_LARGE_INTESTINE,,1660034.0,Male,KCLB,,,,,,CVCL_5058,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37,SIDM00214,1907.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000956,22RV1,22RV1_PROSTATE,22-RV1,924100.0,Male,ATCC,,,,,,CVCL_1045,prostate,Primary,Prostate Cancer,Adenocarcinoma,,SIDM00499,1027.0,,prostate,prostate_adenocarcinoma,,
ACH-000957,LS180,LS180_LARGE_INTESTINE,,998189.0,Female,ATCC,2.0,-2.647049754010934,not found,not found,53,CVCL_0397,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58,SIDM00680,2081.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000958,SW48,SW48_LARGE_INTESTINE,,909751.0,Female,ATCC,2.0,-2.5425919610894043,Adherent,RPMI + 10% FBS,64.2,CVCL_1724,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82,SIDM00837,1.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000959,SNUC4,SNUC4_LARGE_INTESTINE,,,Male,KCLB,2.0,-4.111999881049636,,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,57,CVCL_5111,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,35,SIDM00500,,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000960,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696.0,Female,ATCC,2.0,-4.1267401362677845,Suspension,RPMI + 10% FBS,65,CVCL_1650,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15,SIDM00447,1272.0,,blood,ALL,b_cell,
ACH-000961,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,,,Female,ECACC,2.0,-2.9752426282863644,,MEM + 10% FBS,43.7,CVCL_6543,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,39,SIDM00037,,,uterus,endometrial_adenocarcinoma,,
ACH-000962,OC314,OC314_OVARY,,909257.0,Female,ICLC,,,,,,CVCL_1616,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, clear cell",39,SIDM00220,896.0,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000963,CCK81,CCK81_LARGE_INTESTINE,,1240123.0,Female,HSRRB,3.0,-1.6413499602431352,,EMEM + 10% FBS,50.1,CVCL_2873,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00487,1915.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000964,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,NIBRI,,,,,,CVCL_0624,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19,SIDM00153,,,blood,ALL,t_cell,
ACH-000965,RL952,RL952_ENDOMETRIUM,,930082.0,Female,ATCC,2.0,-4.896968747861068,Adherent,DMEM:F12  (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,59.8,CVCL_0505,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenosquamous Carcinoma,65,SIDM01088,2215.0,,uterus,endometrial_adenosquamous,,
ACH-000966,IGROV1,IGROV1_OVARY,,905968.0,Female,NCI/DCTD,,,,,,CVCL_1304,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",47,SIDM00151,1215.0,,ovary,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,
ACH-000967,SNUC2A,SNUC2A_LARGE_INTESTINE,,,Female,ATCC,,,,,,CVCL_1709,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,43,SIDM00780,,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000968,COLO792,COLO792_SKIN,,906814.0,Male,ECACC,2.0,-3.9277695484303736,Adherent,RPMI + 10% FBS + 2mM Glutamine,63.2,CVCL_1134,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62,SIDM00140,1467.0,,skin,melanoma,,
ACH-000969,KM12,KM12_LARGE_INTESTINE,,905989.0,Unknown,JCRB,3.0,-3.2348974931114465,Adherent,RPMI + 10% FBS,80.1,CVCL_1331,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00150,1990.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000970,SNUC5,SNUC5_LARGE_INTESTINE,,1674021.0,Female,KCLB,,,,,,CVCL_5112,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,77,SIDM00498,152.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000971,HCT116,HCT116_LARGE_INTESTINE,,905936.0,Male,ATCC,,,,,,CVCL_0291,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00783,1920.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000972,HEC151,HEC151_ENDOMETRIUM,,,Female,HSRRB,0.0,-1.5732431871224386,,,,CVCL_2925,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,,uterus,endometrial_adenocarcinoma,,
ACH-000973,639V,639V_URINARY_TRACT,,906798.0,Male,ATCC,1.0,-5.772209958922592,Adherent,DMEM + 10% FBS,79.7,CVCL_1048,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,69,SIDM00999,1483.0,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000974,SNGM,SNGM_ENDOMETRIUM,,909735.0,Female,HSRRB,2.0,-3.489868652695112,,F12 + 20% FBS,90.2,CVCL_1707,lymph_node,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,52,SIDM00373,2058.0,,uterus,endometrial_adenocarcinoma,,
ACH-000975,HCC2450,HCC2450_LUNG,,,Male,Academic lab,2.0,-4.884794723151624,not found,not found,70.8,CVCL_5133,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",52,,,,lung,NSCLC,NSCLC_squamous,
ACH-000976,HUCCT1,HUCCT1_BILIARY_TRACT,,907069.0,Male,HSRRB,2.0,-3.6686186403032455,,RPMI + 10% FBS,91.4,CVCL_0324,ascites,Metastasis,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00587,1213.0,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-000977,LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788.0,Male,ATCC,2.0,-3.4838938670620814,Mixed adherent and suspension,RPMI + 10% FBS,97.2,CVCL_1379,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50,SIDM00683,2080.0,,prostate,prostate_adenocarcinoma,,
ACH-000978,EN,EN_ENDOMETRIUM,,1240127.0,Female,DSMZ,2.0,-1.99435801891752,Adherent,RPMI + 10% FBS,72,CVCL_2034,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50,SIDM01045,1919.0,,uterus,endometrial_adenocarcinoma,,
ACH-000979,DU145,DU145_PROSTATE,,905935.0,Male,ATCC,,,,,,CVCL_0105,central_nervous_system,Metastasis,Prostate Cancer,Adenocarcinoma,69,SIDM00120,872.0,,prostate,prostate_adenocarcinoma,,
ACH-000980,NCIH1155,NCIH1155_LUNG,,908467.0,Male,ATCC,2.0,-6.519505145398552,Suspension,DMEM:F12 (1:1) + 10% FBS + NEAA,74.2,CVCL_1456,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",36,SIDM00651,801.0,,lung,NSCLC,NSCLC_large_cell,
ACH-000981,DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446.0,Male,DSMZ,0.0,-0.643525810331416,,RPMI + 20% FBS,83.4,CVCL_2022,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13,SIDM00946,1035.0,,blood,ALL,t_cell,
ACH-000982,GP2D,GP2D_LARGE_INTESTINE,,,Female,ECACC,,,,,,CVCL_2450,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,71,SIDM00536,,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000983,KCL22,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931.0,Female,DSMZ,2.0,-4.618412610153429,,RPMI + 10% FBS,78,CVCL_2091,pleural_effusion,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",32,SIDM01004,1513.0,,blood,CML,blast_crisis,
ACH-000984,HEC6,HEC6_ENDOMETRIUM,,,Female,HSRRB,2.0,-2.9016777108925447,,EMEM + 15% FBS,61.9,CVCL_2931,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,,uterus,endometrial_adenocarcinoma,,
ACH-000985,LS411N,LS411N_LARGE_INTESTINE,,907794.0,Male,ATCC,,,,,,CVCL_1385,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,32,SIDM00660,724.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000986,HT115,HT115_LARGE_INTESTINE,,907289.0,Unknown,ECACC,3.0,-3.6900006677494415,Adherent,DMEM + 15% FBS + 2mM Glutamax,70.2,CVCL_2520,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00534,2099.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000987,MEWO,MEWO_SKIN,,908128.0,Male,ATCC,,,,,,CVCL_0445,lymph_node,Metastasis,Skin Cancer,Melanoma,78,SIDM00545,102.0,,skin,melanoma,,
ACH-000988,MFE319,MFE319_ENDOMETRIUM,,1240174.0,Female,DSMZ,2.0,-3.847534397789955,Adherent,RPMI:MEM (1:1) (with Earle's salts) + 20% heat inactivated FBS,57.9,CVCL_2112,endometrium,,Endometrial/Uterine Cancer,,81,SIDM00333,1816.0,,uterus,endometrial_adenocarcinoma,,
ACH-000989,SNU175,SNU175_LARGE_INTESTINE,,1659928.0,Female,KCLB,0.0,-0.10195351280773876,,,,CVCL_5031,abdomen,Metastasis,Colon/Colorectal Cancer,"Adenocarcinoma, mucinous",56,SIDM00216,154.0,,colorectal,colorectal_adenocarcinoma,mucinous,MSI
ACH-000990,HEC108,HEC108_ENDOMETRIUM,,,Female,HSRRB,,,,,,CVCL_2923,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,,uterus,endometrial_adenocarcinoma,,
ACH-000991,SNU81,SNU81_LARGE_INTESTINE,,1660036.0,Male,KCLB,,,,,,CVCL_5098,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00193,697.0,,colorectal,colorectal_adenocarcinoma,,
ACH-000992,BICR18,BICR18_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,,,,,,CVCL_2309,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,,,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000993,JHUEM7,JHUEM7_ENDOMETRIUM,,,Female,RIKEN,2.0,-3.708862614513084,,DMEM:F12 (1:1) + 10% FBS + NEAA,69.8,CVCL_4658,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,58,,,,uterus,endometrial_adenocarcinoma,,
ACH-000994,HEC59,HEC59_ENDOMETRIUM,,,Female,HSRRB,2.0,-3.8919880921110215,,EMEM + 15% FBS,66.5,CVCL_2930,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,,uterus,endometrial_adenocarcinoma,,
ACH-000995,JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184.0,Male,DSMZ,2.0,-2.6180471057407453,Suspension,RPMI-1640 +10% FBS,81.2,CVCL_0065,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01016,1210.0,,blood,ALL,t_cell,
ACH-000996,HEC251,HEC251_ENDOMETRIUM,,,Female,HSRRB,2.0,-2.9511906781303066,,EMEM + 0.15% FBS,82.6,CVCL_2927,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,,uterus,endometrial_adenocarcinoma,,
ACH-000997,HCT15,HCT15_LARGE_INTESTINE,,905937.0,Male,ATCC,,,,,,CVCL_0292,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00789,1553.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000998,CW2,CW2_LARGE_INTESTINE,,910554.0,Female,RIKEN,0.0,-0.2428737740971992,,RPMI + 10% FBS,56.7,CVCL_1151,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55,SIDM00282,1833.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-000999,SNU1040,SNU1040_LARGE_INTESTINE,,1659823.0,Male,KCLB,0.0,-0.2944881990171097,,RPMI + 10% FBS,43.6,CVCL_5003,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,34,SIDM00217,2191.0,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-001000,1321N1,1321N1_CENTRAL_NERVOUS_SYSTEM,,,Male,ECACC,,,,,,CVCL_0110,central_nervous_system,,Brain Cancer,Astrocytoma,,,,,central_nervous_system,glioma,astrocytoma,
ACH-001001,143B,143B_BONE,,,Female,ATCC,1.0,-4.611524004229265,,,,CVCL_2270,bone,Primary,Bone Cancer,Osteosarcoma,13,SIDM00804,,,bone,osteosarcoma,,
ACH-001002,451LU,451LU_SKIN,,1287706.0,Male,,,,,,,CVCL_6357,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM01240,577.0,,skin,melanoma,,
ACH-001007,A673STAG2KO16,A673STAG2KO16_ENGINEERED,A673-STAG2-KO-16,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,,,engineered_bone,Ewing_sarcoma,,
ACH-001008,A673STAG2KO45,A673STAG2KO45_ENGINEERED,A673-STAG2-KO-45,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,,,engineered_bone,Ewing_sarcoma,,
ACH-001009,A673STAG2NT14,A673STAG2NT14_ENGINEERED,A673-STAG2-NT-14,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,,,engineered_bone,Ewing_sarcoma,,
ACH-001010,A673STAG2NT23,A673STAG2NT23_ENGINEERED,A673-STAG2-NT-23,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,,,engineered_bone,Ewing_sarcoma,,
ACH-001011,ACCS,ACCS_URINARY_TRACT,,,Female,,,,,,,CVCL_6876,urinary_tract,,Bladder Cancer,Carcinoma,81,SIDM01166,,,urinary_tract,bladder_carcinoma,,
ACH-001015,AZ521,AZ521_SMALL_INTESTINE,,,Male,Sigma-Aldrich,,,,,,CVCL_2862,stomach,,Gastric Cancer,Duodenal Adenocarcinoma,,,,,gastric,duodenal_adenocarcinoma,,
ACH-001016,BECKER,BECKER_CENTRAL_NERVOUS_SYSTEM,,906746.0,Male,HSRRB,,,,,,CVCL_1093,central_nervous_system,,Brain Cancer,Glioma,57,SIDM00490,2090.0,,central_nervous_system,glioma,,
ACH-001017,BGC823,BGC823_STOMACH,,,Male,,,,,,,CVCL_3360,stomach,,Gastric Cancer,Adenocarcinoma,62,,,,gastric,gastric_adenocarcinoma,,
ACH-001018,BJHTERT,BJHTERT_FIBROBLAST,,,Unknown,Academic lab,,,,,,CVCL_6573,fibroblast,,Fibroblast,,,,,,fibroblast,,,
ACH-001020,BT16,BT16_SOFT_TISSUE,,,Male,Academic lab,2.0,-2.0316383421002397,not found,not found,47.7,CVCL_M156,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),2,,,,soft_tissue,ATRT,,
ACH-001021,C3A,C3A_LIVER,,910850.0,Male,ATCC,,,,,,CVCL_1098,liver,,Liver Cancer,Hepatocellular Carcinoma,15,SIDM01237,1161.0,,liver,hepatocellular_carcinoma,,
ACH-001022,CBAGPN,CBAGPN_BONE,CB-AGPN,,Unknown,Academic lab,,,,,,CVCL_X981,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,
ACH-001023,CGTHW1,CGTHW1_THYROID,,910568.0,Unknown,DSMZ,,,,,,CVCL_1120,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, follicular",70,SIDM01248,65.0,,thyroid,thyroid_carcinoma,follicular,
ACH-001024,CHL1,CHL1_SKIN,HMCB,910853.0,Female,ATCC,,,,,,CVCL_1122,pleural_effusion,Metastasis,Skin Cancer,Melanoma,,SIDM01228,739.0,,skin,melanoma,,
ACH-001028,CHLA06ATRT,CHLA06ATRT_SOFT_TISSUE,,,Female,Academic lab,2.0,-5.765942073272155,not found,not found,54.8,CVCL_AQ42,central_nervous_system,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),0.33,,,,soft_tissue,ATRT,,
ACH-001029,CHLA10,CHLA10_BONE,,,Female,Children's Oncology Group,,,,,,CVCL_6583,lymph_node,,Bone Cancer,Ewings Sarcoma,14,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001030,CHLA218,CHLA218_BONE,,,Female,Children's Oncology Group,,,,,,CVCL_0B48,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,
ACH-001031,CHLA266,CHLA266_SOFT_TISSUE,,,Female,Children's Oncology Group,2.0,-4.181539677413683,Adherent,"IMDM + 20% FBS + 4mM L-glut, 1x ITS",64.2,CVCL_M149,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),2.5,,,,soft_tissue,ATRT,,
ACH-001032,CHLA32,CHLA32_BONE,,,Female,Children's Oncology Group,,,,,,CVCL_M151,bone,,Bone Cancer,Ewings Sarcoma,8.5,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001033,CHLA57,CHLA57_BONE,,,Unknown,Children's Oncology Group,2.0,-1.9608909709117008,not found,not found,54.5,CVCL_0B49,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,
ACH-001034,CHLA9,CHLA9_BONE,,,Female,Children's Oncology Group,,,,,,CVCL_M150,bone,,Bone Cancer,Ewings Sarcoma,14,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001035,CHLA99,CHLA99_BONE,,,Male,Children's Oncology Group,,,,,,CVCL_0B50,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001036,CMK115,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_0217,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM01235,,,blood,AML,,
ACH-001037,CMK86,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2804,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,,,,blood,AML,,
ACH-001038,COGE352,COGE352_BONE,COG-E-352,,Male,Children's Oncology Group,2.0,-5.29446516512215,,,,CVCL_M153,haematopoietic_and_lymphoid_tissue,,Bone Cancer,Ewings Sarcoma,17,,,,bone,Ewing_sarcoma,,EWS_ERG
ACH-001039,COLO205,COLO205_LARGE_INTESTINE,,905961.0,Male,ATCC,,,,,,CVCL_0218,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,70,SIDM00826,1687.0,,colorectal,colorectal_adenocarcinoma,,
ACH-001041,COLO699,COLO699_LUNG,,,Female,DSMZ,2.0,-4.48769115156844,Adherent,RPMI + 10% FBS,61.8,CVCL_1992,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",57,SIDM00911,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-001042,COLO704,COLO704_OVARY,,,Female,DSMZ,,,,,,CVCL_1994,ascites,Metastasis,Ovarian Cancer,Adenocarcinoma,46,,,,ovary,ovary_adenocarcinoma,,
ACH-001043,COLO775,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,,,,,,,CVCL_1996,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,57,,,,plasma_cell,multiple_myeloma,,
ACH-001044,COLO818,COLO818_SKIN,,,Male,DSMZ,,,,,,CVCL_1998,skin,Metastasis,Skin Cancer,Melanoma,,SIDM01153,,,skin,melanoma,,
ACH-001045,COLO849,COLO849_SKIN,,,Unknown,DSMZ,,,,,,CVCL_2002,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,,skin,melanoma,,
ACH-001047,CORL51,CORL51_LUNG,,,Male,,,,,,,CVCL_2416,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),71,,,,lung,SCLC,,
ACH-001048,COV504,COV504_OVARY,,,Female,ECACC,2.0,-4.754985781217936,Adherent,DMEM + 10% FBS + 2mM L-glutamine,87,CVCL_2424,pleural_effusion,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-001049,CPCN,CPCN_LUNG,CPC-N,753547.0,Male,ATCC,,,,,,CVCL_1146,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00953,292.0,,lung,SCLC,,
ACH-001050,CW9019,CW9019_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.5701440297691627,Adherent,DMEM + 10% FBS,80.7,CVCL_N820,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001052,D384,D384_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,,,,,,CVCL_1157,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp
ACH-001053,D425,D425_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,3.0,-2.8529081690142863,not found,not found,78.2,CVCL_1275,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp
ACH-001054,D458,D458_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,3.0,-3.708273036934272,not found,not found,73.6,CVCL_1161,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp
ACH-001055,D556,D556_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,,,,,,CVCL_1165,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,,
ACH-001057,DERL2,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_2016,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,30,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001059,DL,DL_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_U760,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001060,DL40,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DL-40,,Female,Academic lab,,,,,,CVCL_2889,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,64,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001061,DLD1,DLD1_LARGE_INTESTINE,,,Male,ATCC,3.0,-4.913825701876383,not found,not found,74.1,CVCL_0248,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00787,,,colorectal,colorectal_adenocarcinoma,,
ACH-001063,DOV13,DOV13_OVARY,,1479987.0,Female,Academic lab,,,,,,CVCL_6774,ovary,Primary,Ovarian Cancer,Adenocarcinoma,,SIDM00969,1897.0,,ovary,ovary_adenocarcinoma,,
ACH-001064,EB2,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906846.0,Female,ATCC,,,,,,CVCL_1186,ovary,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",7,SIDM00863,873.0,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001065,EVSAT,EVSAT_BREAST,,906862.0,Female,,,,,,,CVCL_1207,ascites,Metastasis,Breast Cancer,Carcinoma,,SIDM01042,1863.0,,breast,breast_carcinoma,,
ACH-001066,EWS834,EWS834_BONE,,,Unknown,,,,,,,CVCL_AW95,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,
ACH-001067,F5,F5_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2.0,-3.3772452833293825,not found,not found,55.3,CVCL_V616,central_nervous_system,,Brain Cancer,Meningioma,,,,,central_nervous_system,meningioma,,
ACH-001068,FEPD,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,,,,,,CVCL_H614,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001071,GLC82,GLC82_LUNG,GLC-82,,Female,ICLC,,,,,,CVCL_3371,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58,,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-001072,GRM,GRM_SKIN,PSN1,,Male,,,,,,,CVCL_2451,skin,,Skin Cancer,Melanoma,36,SIDM00468,,,skin,melanoma,,
ACH-001075,NCIH292,NCIH292_LUNG,H292,753604.0,Female,ATCC,1.0,-2.940342633387084,Adherent,RPMI + 10% FBS,70.6,CVCL_0455,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",32,SIDM00493,935.0,,lung,NSCLC,NSCLC_mucoepidermoid,
ACH-001078,HCC1588,HCC1588_LUNG,,,Female,KCLB,,,,,,CVCL_A351,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",63,,,,lung,NSCLC,NSCLC_squamous,
ACH-001079,HCC1897,HCC1897_LUNG,,,Male,Academic lab,,,,,,CVCL_V578,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,,lung,NSCLC,NSCLC_squamous,
ACH-001081,HCC2998,HCC2998_LARGE_INTESTINE,,905971.0,Unknown,,,,,,,CVCL_1266,large_intestine,,Colon/Colorectal Cancer,,,SIDM00118,43.0,,colorectal,colorectal_adenocarcinoma,,
ACH-001084,HCT8,HCT8_LARGE_INTESTINE,,,Male,,,,,,,CVCL_2478,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,67,SIDM00786,,,colorectal,colorectal_adenocarcinoma,,
ACH-001086,HELA,HELA_CERVIX,HeLa,1298134.0,Female,ATCC,,,,,,CVCL_0030,cervix,,Cervical Cancer,Carcinoma,,SIDM00846,1799.0,,cervix,cervical_carcinoma,,
